investigation	investigation#	investigation+N+SG
desegregation	desegregation#	desegregation+N+SG
spite	spite#	spite+N+SG
resistance	resistance#	resistance+N+SG
record	record#	record+N+SG
increase	increase#	increase+N+SG
school	school#	school+N+SG
desegregation	desegregation#	desegregation+N+SG
year	year#	year+N+SG
result	result#	result+N+SG
court	court#	court+N+SG
order	order#	order+N+SG
horizon	horizon#	horizon+N+SG
desegregation	desegregation#	desegregation+N+SG
court	court#	court+N+SG
orders	order^s#	order+N+PL
suits	suit^s#	suit+N+PL
states	state^s#	state+N+PL
Knowledge	knowledge#	knowledge+N+SG
thousands	thousand^s#	thousand+N+PL
school	school#	school+N+SG
districts	district^s#	district+N+PL
observation	observation#	observation+N+SG
school	school#	school+N+SG
desegregation	desegregation#	desegregation+N+SG
handful	handful#	handful+N+SG
conclusion	conclusion#	conclusion+N+SG
views	view^s#	view+N+PL
problems	problem^s#	problem+N+PL
issues	issue^s#	issue+N+PL
item	item#	item+N+SG
reference	reference#	reference+N+SG
continuation	continuation#	continuation+N+SG
trend	trend#	trend+N+SG
school	school#	school+N+SG
system	system#	system+N+SG
remark	remark#	remark+N+SG
increase	increase#	increase+N+SG
school	school#	school+N+SG
population	population#	population+N+SG
cent	cent#	cent+N+SG
cent	cent#	cent+N+SG
prospects	prospect^s#	prospect+N+PL
school	school#	school+N+SG
population	population#	population+N+SG
fact	fact#	fact+N+SG
result	result#	result+N+SG
program	program#	program+N+SG
acreage	acreage#	acreage+N+SG
area	area#	area+N+SG
people	people#	people+N+SG
town	town#	town+N+SG
houses	hous^s#	hous+N+PL
elevator	elevator#	elevator+N+SG
apartments	apartment^s#	apartment+N+PL
rehabilitation	rehabilitation#	rehabilitation+N+SG
whites	white^s#	white+N+PL
whites	white^s#	white+N+PL
whites	white^s#	white+N+PL
break	break#	break+N+SG
tradition	tradition#	tradition+N+SG
past	past#	past+N+SG
present	present#	present+N+SG
Ring	ring#	ring+N+SG
Core	core#	core+N+SG
opening	opening#	opening+N+SG
suburbs	suburb^s#	suburb+N+PL
residents	resident^s#	resident+N+PL
conclusion	conclusion#	conclusion+N+SG
whites	white^s#	white+N+PL
suburbs	suburb^s#	suburb+N+PL
fact	fact#	fact+N+SG
people	people#	people+N+SG
account	account#	account+N+SG
image	image#	image+N+SG
school	school#	school+N+SG
system	system#	system+N+SG
number	number#	number+N+SG
problems	problem^s#	problem+N+PL
issues	issue^s#	issue+N+PL
problems	problem^s#	problem+N+PL
desegregation	desegregation#	desegregation+N+SG
movement	movement#	movement+N+SG
schools	school^s#	school+N+PL
child	child#	child+N+SG
admission	admission#	admission+N+SG
school	school#	school+N+SG
account	account#	account+N+SG
color	color#	color+N+SG
members	member^s#	member+N+PL
NAIRO	nairo#	nairo+N+SG
child	child#	child+N+SG
school	school#	school+N+SG
residence	residence#	residence+N+SG
residence	residence#	residence+N+SG
zone	zone#	zone+N+SG
objective	objective#	objective+N+SG
problem	problem#	problem+N+SG
number	number#	number+N+SG
school	school#	school+N+SG
districts	district^s#	district+N+PL
schools	school^s#	school+N+PL
action	action#	action+N+SG
school	school#	school+N+SG
board	board#	board+N+SG
action	action#	action+N+SG
county	county#	county+N+SG
school	school#	school+N+SG
board	board#	board+N+SG
state	state#	state+N+SG
school	school#	school+N+SG
board	board#	board+N+SG
action	action#	action+N+SG
school	school#	school+N+SG
boards	board^s#	board+N+PL
role	role#	role+N+SG
district	district#	district+N+SG
courts	court^s#	court+N+PL
action	action#	action+N+SG
people	people#	people+N+SG
community	community#	community+N+SG
school	school#	school+N+SG
district	district#	district+N+SG
law	law#	law+N+SG
court	court#	court+N+SG
problem	problem#	problem+N+SG
difference	difference#	difference+N+SG
opinion	opinion#	opinion+N+SG
school	school#	school+N+SG
board	board#	board+N+SG
plan	plan#	plan+N+SG
desegregation	desegregation#	desegregation+N+SG
group	group#	group+N+SG
relations	relation^s#	relation+N+PL
education	education#	education+N+SG
schools	school^s#	school+N+PL
program	program#	program+N+SG
schools	school^s#	school+N+PL
program	program#	program+N+SG
integration	integration#	integration+N+SG
children	children#	children+N+SG
teachers	teacher^s#	teacher+N+PL
beings	being^s#	being+N+PL
problem	problem#	problem+N+SG
form	form#	form+N+SG
group	group#	group+N+SG
relations	relation^s#	relation+N+PL
education	education#	education+N+SG
school	school#	school+N+SG
system	system#	system+N+SG
period	period#	period+N+SG
desegregation	desegregation#	desegregation+N+SG
opportunity	opportunity#	opportunity+N+SG
fact	fact#	fact+N+SG
school	school#	school+N+SG
system	system#	system+N+SG
schools	school^s#	school+N+PL
population	population#	population+N+SG
opportunity	opportunity#	opportunity+N+SG
problem	problem#	problem+N+SG
importance	importance#	importance+N+SG
existence	existence#	existence+N+SG
school	school#	school+N+SG
system	system#	system+N+SG
schools	school^s#	school+N+PL
group	group#	group+N+SG
relations	relation^s#	relation+N+PL
attitude	attitude#	attitude+N+SG
people	people#	people+N+SG
group	group#	group+N+SG
children	children#	children+N+SG
images	image^s#	image+N+PL
children	children#	children+N+SG
problems	problem^s#	problem+N+PL
solution	solution#	solution+N+SG
fashion	fashion#	fashion+N+SG
issues	issue^s#	issue+N+PL
relations	relation^s#	relation+N+PL
practitioners	practitioner^s#	practitioner+N+PL
people	people#	people+N+SG
hand	hand#	hand+N+SG
school	school#	school+N+SG
desegregation	desegregation#	desegregation+N+SG
pupil	pupil#	pupil+N+SG
assignment	assignment#	assignment+N+SG
plan	plan#	plan+N+SG
basis	basi^s#	basi+N+PL
pupil	pupil#	pupil+N+SG
assignment	assignment#	assignment+N+SG
criteria	criteria#	criteria+N+SG
children	children#	children+N+SG
schools	school^s#	school+N+PL
pupil	pupil#	pupil+N+SG
assignment	assignment#	assignment+N+SG
hand	hand#	hand+N+SG
picture	picture#	picture+N+SG
pupil	pupil#	pupil+N+SG
assignment	assignment#	assignment+N+SG
school	school#	school+N+SG
desegregation	desegregation#	desegregation+N+SG
trickle	trickle#	trickle+N+SG
plan	plan#	plan+N+SG
question	question#	question+N+SG
issue	issue#	issue+N+SG
camps	camp^s#	camp+N+PL
pupil	pupil#	pupil+N+SG
assignment	assignment#	assignment+N+SG
cities	city^s#	city+N+PL
desegregation	desegregation#	desegregation+N+SG
schools	school^s#	school+N+PL
teachers	teacher^s#	teacher+N+PL
hand	hand#	hand+N+SG
decision	decision#	decision+N+SG
child	child#	child+N+SG
admission	admission#	admission+N+SG
school	school#	school+N+SG
account	account#	account+N+SG
race	race#	race+N+SG
adjustment	adjustment#	adjustment+N+SG
children	children#	children+N+SG
children	children#	children+N+SG
races	race^s#	race+N+PL
school	school#	school+N+SG
opportunity	opportunity#	opportunity+N+SG
people	people#	people+N+SG
race	race#	race+N+SG
school	school#	school+N+SG
teacher	teacher#	teacher+N+SG
race	race#	race+N+SG
residence	residence#	residence+N+SG
pupil	pupil#	pupil+N+SG
desegregation	desegregation#	desegregation+N+SG
teacher	teacher#	teacher+N+SG
assignment	assignment#	assignment+N+SG
situation	situation#	situation+N+SG
part	part#	part+N+SG
statement	statement#	statement+N+SG
court	court#	court+N+SG
orders	order^s#	order+N+PL
desegregation	desegregation#	desegregation+N+SG
instance	instance#	instance+N+SG
plaintiff	plaintiff#	plaintiff+N+SG
citizen	citizen#	citizen+N+SG
thousands	thousand^s#	thousand+N+PL
school	school#	school+N+SG
districts	district^s#	district+N+PL
plaintiff	plaintiff#	plaintiff+N+SG
action	action#	action+N+SG
county	county#	county+N+SG
state	state#	state+N+SG
school	school#	school+N+SG
boards	board^s#	board+N+PL
boards	board^s#	board+N+PL
education	education#	education+N+SG
comparison	comparison#	comparison+N+SG
number	number#	number+N+SG
districts	district^s#	district+N+PL
requirement	requirement#	requirement+N+SG
plaintiff	plaintiff#	plaintiff+N+SG
person	person#	person+N+SG
admission	admission#	admission+N+SG
school	school#	school+N+SG
requirement	requirement#	requirement+N+SG
suit	suit#	suit+N+SG
admission	admission#	admission+N+SG
child	child#	child+N+SG
school	school#	school+N+SG
entrance	entrance#	entrance+N+SG
rights	right^s#	right+N+PL
legislation	legislation#	legislation+N+SG
provision	provision#	provision+N+SG
act	act#	act+N+SG
clause	clause#	clause+N+SG
issue	issue#	issue+N+SG
people	people#	people+N+SG
group	group#	group+N+SG
clause	clause#	clause+N+SG
school	school#	school+N+SG
construction	construction#	construction+N+SG
school	school#	school+N+SG
assistance	assistance#	assistance+N+SG
legislation	legislation#	legislation+N+SG
funds	fund^s#	fund+N+PL
school	school#	school+N+SG
district	district#	district+N+SG
admission	admission#	admission+N+SG
child	child#	child+N+SG
account	account#	account+N+SG
race	race#	race+N+SG
amendments	amendment^s#	amendment+N+PL
funds	fund^s#	fund+N+PL
school	school#	school+N+SG
districts	district^s#	district+N+PL
argument	argument#	argument+N+SG
clause	clause#	clause+N+SG
grounds	ground^s#	ground+N+PL
aid	aid#	aid+N+SG
schools	school^s#	school+N+PL
funds	fund^s#	fund+N+PL
limitation	limitation#	limitation+N+SG
support	support#	support+N+SG
opposition	opposition#	opposition+N+SG
subdivision	subdivision#	subdivision+N+SG
state	state#	state+N+SG
county	county#	county+N+SG
municipality	municipality#	municipality+N+SG
education	education#	education+N+SG
school	school#	school+N+SG
year	year#	year+N+SG
funds	fund^s#	fund+N+PL
education	education#	education+N+SG
school	school#	school+N+SG
board	board#	board+N+SG
education	education#	education+N+SG
children	children#	children+N+SG
education	education#	education+N+SG
democracy	democracy#	democracy+N+SG
importance	importance#	importance+N+SG
child	child#	child+N+SG
education	education#	education+N+SG
subject	subject#	subject+N+SG
matter	matter#	matter+N+SG
matter	matter#	matter+N+SG
states	state^s#	state+N+PL
rights	right^s#	right+N+PL
county	county#	county+N+SG
rights	right^s#	right+N+PL
people	people#	people+N+SG
education	education#	education+N+SG
agreement	agreement#	agreement+N+SG
education	education#	education+N+SG
states	state^s#	state+N+PL
legislation	legislation#	legislation+N+SG
requirement	requirement#	requirement+N+SG
nature	nature#	nature+N+SG
law	law#	law+N+SG
amendment	amendment#	amendment+N+SG
issues	issue^s#	issue+N+PL
question	question#	question+N+SG
goal	goal#	goal+N+SG
method	method#	method+N+SG
issue	issue#	issue+N+SG
education	education#	education+N+SG
citizens	citizen^s#	citizen+N+PL
hand	hand#	hand+N+SG
government	government#	government+N+SG
responsibility	responsibility#	responsibility+N+SG
situations	situation^s#	situation+N+PL
children	children#	children+N+SG
education	education#	education+N+SG
government	government#	government+N+SG
government	government#	government+N+SG
education	education#	education+N+SG
children	children#	children+N+SG
education	education#	education+N+SG
question	question#	question+N+SG
board	board#	board+N+SG
members	member^s#	member+N+PL
classes	class^s#	class+N+PL
roles	role^s#	role+N+PL
classes	class^s#	class+N+PL
way	way#	way+N+SG
issue	issue#	issue+N+SG
class	clas^s#	clas+N+PL
lines	line^s#	line+N+PL
issue	issue#	issue+N+SG
sort	sort#	sort+N+SG
establishment	establishment#	establishment+N+SG
college	college#	college+N+SG
community	community#	community+N+SG
college	college#	college+N+SG
youth	youth#	youth+N+SG
youth	youth#	youth+N+SG
situations	situation^s#	situation+N+PL
sort	sort#	sort+N+SG
board	board#	board+N+SG
expansion	expansion#	expansion+N+SG
education	education#	education+N+SG
records	record^s#	record+N+PL
school	school#	school+N+SG
board	board#	board+N+SG
members	member^s#	member+N+PL
cities	city^s#	city+N+PL
period	period#	period+N+SG
relationship	relationship#	relationship+N+SG
factors	factor^s#	factor+N+PL
school	school#	school+N+SG
board	board#	board+N+SG
competence	competence#	competence+N+SG
panel	panel#	panel+N+SG
educators	educator^s#	educator+N+PL
records	record^s#	record+N+PL
issues	issue^s#	issue+N+PL
cases	cas^s#	cas+N+PL
favoritism	favoritism#	favoritism+N+SG
lines	line^s#	line+N+PL
representatives	representative^s#	representative+N+PL
class	clas^s#	clas+N+PL
school	school#	school+N+SG
board	board#	board+N+SG
practice	practice#	practice+N+SG
wages	wage^s#	wage+N+PL
janitors	janitor^s#	janitor+N+PL
pay	pay#	pay+N+SG
increases	increas^s#	increas+N+PL
teachers	teacher^s#	teacher+N+PL
issues	issue^s#	issue+N+PL
issues	issue^s#	issue+N+PL
policy	policy#	policy+N+SG
trustees	trustee^s#	trustee+N+PL
board	board#	board+N+SG
members	member^s#	member+N+PL
interest	interest#	interest+N+SG
administration	administration#	administration+N+SG
policy	policy#	policy+N+SG
fact	fact#	fact+N+SG
values	value^s#	value+N+PL
society	society#	society+N+SG
values	value^s#	value+N+PL
society	society#	society+N+SG
cases	cas^s#	cas+N+PL
conflict	conflict#	conflict+N+SG
interest	interest#	interest+N+SG
class	clas^s#	clas+N+PL
class	clas^s#	clas+N+PL
field	field#	field+N+SG
policy	policy#	policy+N+SG
cases	cas^s#	cas+N+PL
question	question#	question+N+SG
classes	class^s#	class+N+PL
controversy	controversy#	controversy+N+SG
education	education#	education+N+SG
group	group#	group+N+SG
interests	interest^s#	interest+N+PL
values	value^s#	value+N+PL
issue	issue#	issue+N+SG
schools	school^s#	school+N+PL
case	case#	case+N+SG
matter	matter#	matter+N+SG
conflict	conflict#	conflict+N+SG
groups	group^s#	group+N+PL
groups	group^s#	group+N+PL
classes	class^s#	class+N+PL
classes	class^s#	class+N+PL
conflict	conflict#	conflict+N+SG
way	way#	way+N+SG
people	people#	people+N+SG
people	people#	people+N+SG
class	clas^s#	clas+N+PL
conflict	conflict#	conflict+N+SG
school	school#	school+N+SG
boards	board^s#	board+N+PL
school	school#	school+N+SG
teachers	teacher^s#	teacher+N+PL
position	position#	position+N+SG
members	member^s#	member+N+PL
profession	profession#	profession+N+SG
voice	voice#	voice+N+SG
determination	determination#	determination+N+SG
policy	policy#	policy+N+SG
position	position#	position+N+SG
universities	university^s#	university+N+PL
people	people#	people+N+SG
class	clas^s#	clas+N+PL
decisions	decision^s#	decision+N+PL
society	society#	society+N+SG
values	value^s#	value+N+PL
institution	institution#	institution+N+SG
values	value^s#	value+N+PL
profession	profession#	profession+N+SG
values	value^s#	value+N+PL
society	society#	society+N+SG
problem	problem#	problem+N+SG
problem	problem#	problem+N+SG
educator	educator#	educator+N+SG
choice	choice#	choice+N+SG
decision	decision#	decision+N+SG
area	area#	area+N+SG
competence	competence#	competence+N+SG
relation	relation#	relation+N+SG
structure	structure#	structure+N+SG
instance	instance#	instance+N+SG
school	school#	school+N+SG
grades	grade^s#	grade+N+PL
recommendations	recommendation^s#	recommendation+N+PL
award	award#	award+N+SG
college	college#	college+N+SG
scholarship	scholarship#	scholarship+N+SG
students	student^s#	student+N+PL
class	clas^s#	clas+N+PL
content	content#	content+N+SG
method	method#	method+N+SG
teaching	teaching#	teaching+N+SG
curriculum	curriculum#	curriculum+N+SG
students	student^s#	student+N+PL
competitors	competitor^s#	competitor+N+PL
race	race#	race+N+SG
status	statu^s#	statu+N+PL
curriculum	curriculum#	curriculum+N+SG
students	student^s#	student+N+PL
ways	way^s#	way+N+PL
answers	answer^s#	answer+N+PL
questions	question^s#	question+N+PL
extent	extent#	extent+N+SG
position	position#	position+N+SG
history	history#	history+N+SG
personality	personality#	personality+N+SG
mission	mission#	mission+N+SG
educator	educator#	educator+N+SG
set	set#	set+N+SG
case	case#	case+N+SG
studies	study^s#	study+N+PL
teachers	teacher^s#	teacher+N+PL
backgrounds	background^s#	background+N+PL
variety	variety#	variety+N+SG
approaches	approach^s#	approach+N+PL
students	student^s#	student+N+PL
personality	personality#	personality+N+SG
background	background#	background+N+SG
teacher	teacher#	teacher+N+SG
taskmaster	taskmaster#	taskmaster+N+SG
pupils	pupil^s#	pupil+N+PL
attitudes	attitude^s#	attitude+N+PL
skills	skill^s#	skill+N+PL
teacher	teacher#	teacher+N+SG
person	person#	person+N+SG
pupils	pupil^s#	pupil+N+PL
disadvantages	disadvantage^s#	disadvantage+N+PL
deprivations	deprivation^s#	deprivation+N+PL
home	home#	home+N+SG
treatment	treatment#	treatment+N+SG
factor	factor#	factor+N+SG
part	part#	part+N+SG
policy	policy#	policy+N+SG
fact	fact#	fact+N+SG
school	school#	school+N+SG
college	college#	college+N+SG
teachers	teacher^s#	teacher+N+PL
families	family^s#	family+N+PL
experience	experience#	experience+N+SG
system	system#	system+N+SG
work	work#	work+N+SG
attitudes	attitude^s#	attitude+N+PL
teachers	teacher^s#	teacher+N+PL
influence	influence#	influence+N+SG
matter	matter#	matter+N+SG
personality	personality#	personality+N+SG
factors	factor^s#	factor+N+PL
individual	individual#	individual+N+SG
experience	experience#	experience+N+SG
statements	statement^s#	statement+N+PL
background	background#	background+N+SG
policy	policy#	policy+N+SG
degree	degree#	degree+N+SG
truth	truth#	truth+N+SG
Teachers	teacher^s#	teacher+N+PL
education	education#	education+N+SG
students	student^s#	student+N+PL
students	student^s#	student+N+PL
kind	kind#	kind+N+SG
education	education#	education+N+SG
value	value#	value+N+SG
teachers	teacher^s#	teacher+N+PL
education	education#	education+N+SG
education	education#	education+N+SG
approach	approach#	approach+N+SG
education	education#	education+N+SG
value	value#	value+N+SG
kind	kind#	kind+N+SG
education	education#	education+N+SG
people	people#	people+N+SG
jobs	job^s#	job+N+PL
doubt	doubt#	doubt+N+SG
education	education#	education+N+SG
education	education#	education+N+SG
emphasis	emphasi^s#	emphasi+N+PL
technology	technology#	technology+N+SG
specialization	specialization#	specialization+N+SG
causes	caus^s#	caus+N+PL
